Active Ingredient,NDA #,Product Name,Company,Approval Date,P or E,Date Added,Patent Number,Expiration Date,Codes,Strengths,Delist Request,Orig,Analysis,Added strength,# added strengths,Applied to UC,2nd add,Comments
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,2/28/7,6342530,11/14/20,"DS, DP, U-794",1,,No,P:DS/DP/UCnew,,null,,,
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,2/28/7,6344479,3/20/21,"DS, DP, U-794",1,,No,P:DS/DP/UC,,null,,,
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,5/28/11,6342530,11/14/20,"DP, U-794",1,,No,DSRemoved,,null,,,
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,5/28/11,6342530,11/14/20,"DP, U-1127",1,,No,UCadditionalnew,,null,,,
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,5/28/11,6342530,11/14/20,"DP, U-1127",1,,Applied to other UC,Applied to other UC,,null,DSRemoved,X,
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,5/28/11,6344479,3/20/21,"DS, DP, U-794",1,Y,No,DelistRequest,,null,,,
Ibuprofen Lysine,21903,Neoprofen,RECORDATI RARE,,P,4/28/13,8415337,3/2/32,"DS, DP",1,,No,P:DS/DP,,null,,,
Ibuprofen Potassium; Pseudoephedrine Hydrochloride,21374,Advil Cold and Sinus*,PFIZER,5/30/02,P,pre-2005,5071643,12/10/08,,1,,,Pre-2005,,null,,,
Ibuprofen Potassium; Pseudoephedrine Hydrochloride,21374,Advil Cold and Sinus*,PFIZER,,P,pre-2005,5360615,12/10/08,,1,,,Pre-2005,,null,,,
Ibuprofen Potassium; Pseudoephedrine Hydrochloride,21374,Advil Cold and Sinus*,PFIZER,,P,pre-2005,5071643*PED,6/10/09,,1,,,Pre-2005,,null,,,
Ibuprofen Potassium; Pseudoephedrine Hydrochloride,21374,Advil Cold and Sinus*,PFIZER,,P,pre-2005,5360615*PED,6/10/09,,1,,,Pre-2005,,null,,,
Ibuprofen; Oxycodone Hydrochloride,21378,Combunox*,FOREST LABS,11/26/04,P,pre-2005,4569937,2/11/05,"DP, U-55",1,,,Pre-2005,,null,,,
Ibuprofen; Oxycodone Hydrochloride,21378,Combunox*,FOREST LABS,,E,pre-2005,,11/26/07,NC,1,,,Pre-2005,,null,,,
Ibuprofen; Phenylephrine Hydrochloride,22565,Advil Congestion Relief,PFIZER,5/27/10,P,6/28/10,5087454,7/30/10,DP,1,,Yes,P:DP,,null,,,
Ibuprofen; Pseudoephedrine Hydrochloride,19771,Advil Cold and Sinus*,PFIZER,9/19/89,P,pre-2005,4552899*PED,10/9/04,,1,,,Pre-2005,,null,,,
Ibuprofen; Pseudoephedrine Hydrochloride,21128,Children's Motrin Cold*,J AND J CONSUMER INC,8/1/00,P,pre-2005,6211246,6/10/19,,1,,,Pre-2005,,null,,,
Ibutilide Fumarate,20491,Corvert*,PHARMACIA AND UPJOHN,12/28/95,P,pre-2005,5155268,12/28/09,,1,,,Pre-2005,,null,,,
Icatibant Acetate,22150,Firazyr,SHIRE ORPHAN THERAP,8/25/11,E,8/28/11,,8/25/16,NCE,1,,Yes,NCE,,null,,,
Icatibant Acetate,22150,Firazyr,SHIRE ORPHAN THERAP,,P,10/28/11,5648333,7/15/14,"DS, DP, U-1187",1,,Yes,P:DS/DP/UCnew,,null,,,
Icatibant Acetate,22150,Firazyr,SHIRE ORPHAN THERAP,,E,10/28/11,,8/25/18,ODE,1,,Yes,ODE,,null,,,
Icatibant Acetate,22150,Firazyr,SHIRE ORPHAN THERAP,,P,6/28/14,5648333,7/15/15,"DS, DP U-1187",1,,No,PTAorPTE,,null,,,
Icatibant Acetate,22150,Firazyr,SHIRE ORPHAN THERAP,,P,6/28/15,5648333,7/15/19,"DS, DP, U-1187",1,,No,PTAorPTE,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,12/20/02,P,pre-2005,4761237,8/2/05,U-495,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,,P,pre-2005,4886789,12/12/06,U-495,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,,P,pre-2005,6077836,6/20/17,U-495,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,,P,pre-2005,6248726,6/19/18,U-495,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,,E,pre-2005,,12/17/07,I-445,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,,E,pre-2005,,12/20/07,NCE,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal*,BAXTER HLTHCARE,,E,pre-2005,,12/20/09,ODE,1,,,Pre-2005,,null,,,
Icodextrin,21321,Extraneal,BAXTER HLTHCARE,,P,11/28/6,4761237,8/9/09,U-495,1,,No,PTAorPTE,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,7/26/12,P,7/28/12,8188146,1/27/20,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,10/28/12,8293727,2/9/30,U-1287,1,,No,P:UCnew,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,10/28/12,8293728,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,10/28/12,8298554,4/29/30,DP,1,,No,P:DP,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,11/28/12,8314086,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,11/28/12,8318715,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,12/28/12,8314086,2/9/30,U-1287,1,,No change,No change,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,12/28/12,8318715,2/9/30,U-1287,1,,No change,No change,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,1/28/13,8357677,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,1/28/13,8367652,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,2/28/13,8377920,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,3/28/13,8399446,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,3/28/13,8415335,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,4/28/13,8426399,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,4/28/13,8431560,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,4/28/13,8440650,2/9/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,5/28/13,8445003,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,5/28/13,8445013,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,7/28/13,8501225,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,8/28/13,8518929,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,8/28/13,8524698,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,9/28/13,8546372,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,9/28/13,8551521,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,10/28/13,8563608,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,12/28/13,8617593,4/29/30,U-1478,1,,No,P:UCnew,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,12/28/13,8617594,4/29/30,U-1287,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,12/28/13,8623406,4/29/30,U-1478,1,,No,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,E,2/28/14,,7/26/15,NP,1,,No,NP,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,E,5/28/16,,7/26/17,NCE,1,,,,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,E,5/28/17,,7/26/17,NCE,1,,,,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8188146,1/27/20,"DS, DP",2,,,P:DS/DP,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8293727,2/9/30,U-1287,2,,,P:UCnew,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8293728,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8298554,4/29/30,DP,2,,,P:DP,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8314086,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8318715,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8357677,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8367652,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8377920,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8399446,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8415335,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8426399,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8440650,2/9/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8445003,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8445013,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8501225,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8518929,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8524698,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8546372,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8551521,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8563608,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8617593,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8617594,4/29/30,U-1287,2,,,P:UC,,null,,,
Icosapent Ethyl,202057,Vascepa,AMARIN PHARMS,,P,6/28/17,8623406,4/29/30,U-1287,2,,,P:UC,,null,,,
Idarubicin Hydrochloride,50734,Idamycin PFS,PHARMACIA AND UPJOHN,2/17/97,P,11/28/8,6107285,1/29/16,DP,1,,No,P:DP,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,7/23/14,E,7/28/14,,7/23/19,NCE,"001, 002",,Yes,NCE,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,6800620,4/24/21,"DS, U-1560","001, 002",,Yes,P:DS/UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,6949535,4/24/21,"DS, U-1560","001, 002",,Yes,P:DS/UC,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,8138195,4/24/21,"DS, DP","001, 002",,Yes,P:DS/DP,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,8492389,4/24/21,"DS, DP","001, 002",,Yes,P:DS/DP,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,8637533,4/24/21,"DS, DP","001, 002",,Yes,P:DS/DP,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,RE44599,7/21/25,U-1558,"001, 002",,Yes,P:UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,8/28/14,RE44638,8/5/25,"DS, DP","001, 002",,Yes,P:DS/DP,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,11/28/14,8865730,3/5/33,"DS, DP, U-1615","001, 002",,No,P:DS/DP/UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,3/28/15,8980901,5/12/25,U-1678,"001, 002",,No,P:UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,6/28/15,8138195,4/24/21,"DS, DP, U-1549","001, 002",,No,UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,6/28/15,8865730,3/5/33,"DS, DP, U-1615","001, 002",,No change,No change,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,6/28/15,RE44599,7/21/25,U-1558,"001, 002",,No change,No change,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,6/28/15,RE44599,7/21/25,U-1615,"001, 002",,No,UCadditional,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,10/28/15,9149477,5/12/25,U-1757,"001, 002",,No,P:UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,11/28/16,9469643,9/2/33,DS,"001, 002",,,P:DS,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,P,11/28/16,9492449,3/11/30,U-1914,"001, 002",,,P:UCnew,,null,,,
Idelalisib,205858,Zydelig,GILEAD SCIENCES INC,,E,12/28/16,,7/23/21,ODE,"001, 002",,,ODE,,null,,,
Ifosamide / Ifosfamide; Mesna,19763,Ifex ;  Ifex/Mesnex Kit*,BAXTER HLTHCARE,8/14/87,P,pre-2005,4882452,3/3/08,,"001, 002, 003, 004",,,Pre-2005,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,5/6/09,P,5/28/9,RE39198,11/15/11,"DS, DP, U-971","001, 002, 003, 004, 005, 006, 007",,Yes,P:DS/DP/UCnew,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,E,5/28/9,,5/6/14,NCE,"001, 002, 003, 004, 005, 006, 007",,Yes,NCE,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,8/28/11,RE39198,11/15/16,"DS, DP, U-971","001, 002, 003, 004, 005, 006, 007",,No,PTAorPTE,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,12/28/14,8586610,11/2/27,U-1625,"001, 002, 003, 004, 005, 006, 007",,No,P:UCnew,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,3/28/15,8999638,10/28/30,U-1674,"001, 002, 003, 004, 005, 006, 007",,No,P:UCnew,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,4/28/15,8652776,8/31/30,U-1685,"001, 002, 003, 004, 005, 006, 007",,No,P:UCnew,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,7/28/15,9072742,1/16/31,U-1674,"001, 002, 003, 004, 005, 006, 007",,No,P:UC,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,7/28/15,9074254,12/28/31,U-1674,"001, 002, 003, 004, 005, 006, 007",,No,P:UC,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,7/28/15,9074255,12/17/30,U-1674,"001, 002, 003, 004, 005, 006, 007",,No,P:UC,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,7/28/15,9074256,2/10/31,U-1674,"001, 002, 003, 004, 005, 006, 007",,No,P:UC,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,9/28/15,9138432,9/30/25,U-1737,"001, 002, 003, 004, 005, 006, 007",,No,P:UCnew,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,P,9/28/15,9157121,4/5/30,U-1674,"001, 002, 003, 004, 005, 006, 007",,No,P:UC,,null,,,
Iloperidone,22192,Fanapt,VANDA PHARMS INC,,E,5/28/16,,5/26/19,M-180,"001, 002, 003, 004, 005, 006, 007",,,,,null,,,
Iloprost,21779,Ventavis*,ACTELION PHARMS LTD,12/29/04,E,pre-2005,,12/29/09,NCE,1,,,Pre-2005,,null,,,
Iloprost,21779,Ventavis*,ACTELION PHARMS LTD,,E,pre-2005,,12/29/11,ODE,1,,,Pre-2005,,null,,,
Iloprost,21779,Ventavis,ACTELION PHARMS LTD,,E,8/28/5,,8/24/08,M-43,1,,No,M,,null,,,
Iloprost,21779,Ventavis,ACTELION PHARMS LTD,,E,10/28/10,,12/29/11,ODE,"002, 003",,No,Added to other strength,ODE,null,,,
Imatinib Mesylate,21335,Gleevec*,NOVARTIS,5/10/01,P,pre-2005,5521184,1/4/15,,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21335,Gleevec*,NOVARTIS,,E,pre-2005,,5/20/06,I-392,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21335,Gleevec*,NOVARTIS,,E,pre-2005,,12/20/05,I-376,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21335,Gleevec*,NOVARTIS,,E,pre-2005,,5/10/06,NCE,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21335,Gleevec*,NOVARTIS,,E,pre-2005,,2/1/09,ODE,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21335,Gleevec*,NOVARTIS,,E,pre-2005,,5/10/08,ODE,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,1/28/5,5521184,1/4/15,,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,5/28/5,6894051,5/23/19,"DS, DP, U-649","001, 002",,No,P:DS/DP/UCnew,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,5/28/6,5521184,1/4/15,,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,5/28/6,6894051,5/23/19,"DS, DP, U-649","001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,5/28/6,5521184*PED,7/4/15,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,5/28/6,6894051*PED,11/23/19,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,5/20/06,I-392,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,12/20/05,I-376,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,5/10/06,NCE,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,2/1/09,ODE,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,5/10/08,ODE,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,8/1/09,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,11/10/08,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,11/20/06,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,11/10/06,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,E,5/28/6,,6/20/06,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,7/28/6,6958335,12/19/21,"DS, DP","001, 002",,No,P:DS/DP,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,7/28/6,6958335*PED,6/19/22,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,1/28/7,6958335,12/19/21,U-791,"001, 002",,No,UCnew,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,1/28/7,6958335*PED,6/19/22,,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,8/28/9,5521184,1/4/15,"DS, DP, U-649",2,,No,DS/DP/UC,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,1/28/14,RE43932,1/16/19,"DS, DP","001, 002",,No,P:DS/DP,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,1/28/14,RE43932*PED,7/16/19,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,2/28/16,RE43932,7/16/18,"DS, DP","001, 002",,,P:DS/DP,,null,,,
Imatinib Mesylate,21335,Gleevec,NOVARTIS,,P,2/28/16,RE43932*PED,1/16/19,,"001, 002",,,P:PED,,null,,,
Imatinib Mesylate,21588,Gleevec*,NOVARTIS,4/18/03,P,pre-2005,5521184,1/4/15,,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21588,Gleevec*,NOVARTIS,,E,pre-2005,,5/20/06,I-392,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21588,Gleevec*,NOVARTIS,,E,pre-2005,,12/20/05,I-376,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21588,Gleevec*,NOVARTIS,,E,pre-2005,,5/10/06,NCE,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21588,Gleevec*,NOVARTIS,,E,pre-2005,,2/1/09,ODE,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21588,Gleevec*,NOVARTIS,,E,pre-2005,,5/10/08,ODE,"001, 002",,,Pre-2005,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,1/28/5,5521184,1/4/15,,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,5/28/5,6894051,5/23/19,"DS, DP, U-649","001, 002",,No,P:DS/DP/UCnew,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,5/28/6,5521184,1/4/15,,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,5/28/6,6894051,5/23/19,"DS, DP, U-649","001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,5/28/6,5521184*PED,7/4/15,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,5/28/6,6894051*PED,11/23/19,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,5/20/06,I-392,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,12/20/05,I-376,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,5/10/06,NCE,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,2/1/09,ODE,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,5/10/08,ODE,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,8/1/09,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,11/10/08,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,11/20/06,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,11/10/06,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,5/28/6,,6/20/06,PED,"001, 002",,No,PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,7/28/6,6958335,12/19/21,"DS, DP","001, 002",,No,P:DS/DP,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,7/28/6,6958335*PED,6/19/22,,"001, 002",,No,P:PED,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,10/28/6,,10/19/09,I-514,"001, 002",,No,I,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,10/28/6,,10/19/09,I-513,"001, 002",,No,I,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,10/28/6,,10/19/09,I-512,"001, 002",,No,I,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,10/28/6,,10/19/09,I-511,"001, 002",,No,I,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,10/28/6,,10/19/09,I-510,"001, 002",,No,I,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,11/28/6,,10/19/13,ODE,"001, 002",,No,ODE,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,1/28/7,6958335,12/19/21,U-791,"001, 002",,No,UCnew,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,1/28/7,6958335*PED,6/19/22,,"001, 002",,No change,No change,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,E,2/28/9,,12/19/11,I-583,"001, 002",,No,I,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,8/28/9,7544799,1/16/19,"DS, DP","001, 002",,No,P:DS/DP,,null,,,
Imatinib Mesylate,21588,Gleevec,NOVARTIS,,P,8/28/9,7544799*PED,7/16/19,,"001, 002",,No,P:PED,,null,,,
