Drug,Patent/ appln.No.,Assignee,Condition(s) Treated,Drug Type,Family,Priority Date,File Date,Publication/Granted/Re-Issued Date,Expiry Date,Status,Patent Type,Description,Before/After FDA Approval,Orange / Purple Book,Google Patents URL
Imbruvica,US2012296089 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,7/6/2012,11/22/2012,,Abandoned,Derivative,The application claimed derivative compounds of ibrutinib (Imbruvica).,Before,No,https://patents.google.com/patent/US20120296089A1/en?oq=US2012296089+
Imbruvica,US2012329130 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,9/7/2012,12/27/2012,,Abandoned,Method of Treatment,The application claimed an inhibited tyrosine kinase comprising an irreversible Tec kinase inhibitor having a covalent bond to a cysteine residue of a Tec kinase.,Before,No,https://patents.google.com/patent/US20120329130A1/en?oq=US2012329130+
Imbruvica,US20130178483,Pharmacyclics LLC,Cancer,Small Molecule,4,6/28/2011,6/28/2012,7/11/2013,,Abandoned,Method of Treatment,"The application claimed a method of inhibiting bone or cartilage resorption in an individual, said method comprising: administering to the individual a composition comprising a therapeutically effective amount of a compound that is an irreversible inhibitor of a Bruton's tyrosine kinase (BTK), including ibrutinib (Imbruvica).",Before,No,https://patents.google.com/patent/US20130178483A1/en?oq=US20130178483
Imbruvica,US2013018060 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,9/12/2012,1/17/2013,,Abandoned,Derivative,The application claimed derivative compounds of ibrutinib (Imbruvica).,Before,No,https://patents.google.com/patent/US20130018060A1/en?oq=US2013018060+
Imbruvica,US2013202611 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,1/8/2013,8/8/2013,,Abandoned,Method of Treatment,"The application claimed a method for treating relapsed or refractory lymphoma in an individual with comprising administering to the individual in need thereof an irreversible inhibitor of Bruton's tyrosine kinase (Btk), including ibrutinib (Imbruvica).",Before,No,https://patents.google.com/patent/US20130202611A1/en?oq=US2013202611+
Imbruvica,US2013273030 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,1/22/2013,10/17/2013,,Abandoned,Method of Treatment,"The application claimed a method for treating relapsed or refractory lymphoma in an individual comprising administering to the individual in need thereof an irreversible inhibitor of Bruton's tyrosine kinase (Btk), namely ibrutinib (Imbruvica) with an anti-CD20 antibody such as rituximab or ofatumumab.",Before,No,https://patents.google.com/patent/US20130273030A1/en?oq=US2013273030+
Imbruvica,US2013310402 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,4/24/2013,11/21/2013,,Abandoned,Method of Treatment,"The application claimed a method for treating relapsed or refractory non-Hodgkin's lymphoma in an individual in need thereof, comprising: administering to the individual a therapeutically-effective amount, 300mg-1000mg/day of ibrutinib (Imbruvica).",Before,No,https://patents.google.com/patent/US20130310402A1/en?oq=US2013310402+
Imbruvica,US2014057907 ,Pharmacyclics LLC,Cancer,Small Molecule,1,12/27/2007,10/31/2013,2/27/2014,,Abandoned,Method of Treatment,The application claimed a method for treating mastocytosis in an individual comprising administering to the individual ibrutinib (Imbruvica) ,Before,No,https://patents.google.com/patent/US20140057907A1/en?oq=US2014057907+
Imbruvica,US2014080844A1,Pharmacyclics LLC,Cancer,Small Molecule,32,10/12/2009,11/20/2013,3/20/2014,,Abandoned,Derivative,The application claimed derivative compounds of ibrutinib (Imbruvica).,After,No,https://patents.google.com/patent/US20140080844A1/en?oq=US2014080844A1
Imbruvica,US2014163027 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,2/12/2014,6/12/2014,,Abandoned,Derivative,The application claimed derivative compounds of ibrutinib (Imbruvica).,After,No,https://patents.google.com/patent/US20140163027A1/en?oq=US2014163027+
Imbruvica,US2014303191 ,Pharmacyclics LLC,Cancer,Small Molecule,5,10/19/2011,10/19/2012,10/9/2014,,Abandoned,Method of Treatment,"The application claimed a  method for treating a hematological malignancy in an individual in need thereof with ibruitnib (Imbruvica), comprising administering to the individual an anti-cancer treatment, wherein the individual is identified as having an increased mobilization of a plurality of cells from the malignancy following administration of an irreversible Btk inhibitor to the individual. ",Before,No,https://patents.google.com/patent/US20140303191A1/en?oq=US2014303191+
Imbruvica,US2014336203 ,Pharmacyclics LLC,Cancer,Small Molecule,6,6/4/2012,7/23/2014,11/13/2014,,Abandoned,Formulation / Combination,"The application claimed a pharmaceutical formulation for oral administration comprising:
(a) about 40 mgs to about 200 mgs  of ibrutinib; (b) about 40 wt % to about 50 wt % of a diluent; (c) about 3 wt % to about 10 wt % of a disintegrating agent; (d) about 2 wt % to about 7 wt % of a surfactant; and (e) about 0.2 wt % to about 1.0 wt % of a lubricant.2. standard solid formulation technique; tied to crystalline Form A in later claims",After,No,https://patents.google.com/patent/US20140336203A1/en?oq=US2014336203+
Imbruvica,US2014371241 ,Pharmacyclics LLC,Cancer,Small Molecule,8,11/2/2012,3/5/2014,12/18/2014,,Abandoned,Method of Treatment,"The application claimed a method for treating a patient having a relapsed or refractory chronic lymphocytic leukemia, comprising administering to the patient ibrutinib (Imbruvica) and a Bcl-2 inhibitor.",After,No,https://patents.google.com/patent/US20140371241A1/en?oq=US2014371241+
Imbruvica,US20150118222,Pharmacyclics LLC,Cancer,Small Molecule,14,10/25/2013,10/24/2014,4/30/2015,,Abandoned,Method of Treatment,"The application claimed a method for treating a cancer comprising administering to a subject in need thereof a combination comprising ibrutinib and an immune checkpoint inhibitor.  Cancers covered include large B-cell lymphoma (DLBCL), chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL), B cell prolymphocytic leukemia (B-PLL), non-CLL/SLL lymphoma, mantle cell lymphoma, multiple myeloma, Waldenström's macroglobulinemia, bladder cancer, breast cancer, colon cancer, gastroenterological cancer, kidney cancer, lung cancer, ovarian cancer, pancreatic cancer, prostate cancer, proximal or distal bile duct cancer, melanoma, or a combination thereof.",After,No,https://patents.google.com/patent/US20150118222A1/en?oq=US20150118222
Imbruvica,US20150141438,Pharmacyclics LLC,Cancer,Small Molecule,12,11/15/2013,11/14/2014,5/21/2015,,Abandoned,Method of Treatment,The application claimed a method for preventing or delaying the onset of type 1 diabetes in an individual in need thereof comprising administering to the individual in need thereof a composition comprising a therapeutically-effective amount of ibrutinib.,After,No,https://patents.google.com/patent/US20150141438A1/en?oq=US20150141438
Imbruvica,US20150157634,Pharmacyclics LLC,Cancer,Small Molecule,11,12/2/2013,12/2/2014,6/11/2015,,Abandoned,Method of Treatment,"The application claimed a method of treating alloantibody driven chronic graft versus host disease (cGVHD) in a patient, comprising administering to a patient in need thereof a therapeutically effective amount of ibrutinib. ",After,No,https://patents.google.com/patent/US20150157634A1/en?oq=US20150157634
Imbruvica,US20150238490,Pharmacyclics LLC,Cancer,Small Molecule,10,2/21/2014,2/20/2015,8/27/2015,,Abandoned,Method of Treatment,"The application claimed a method for determining whether a patient diagnosed with diffuse large B cell lymphoma (DLBCL) is likely to respond to therapy with ibrutinib comprising:
a) determining a pre-administration expression level of CCL3 and/or CCL4 in a sample from the patient; b) administering a dose of ibrutinib; c) detecting a post-administration expression level of CCL3 and/or CCL4 in a sample from the patient following administration of ibrutinib to the patient; and d) characterizing the patient as likely to respond to therapy with ibrutinib if the post-administration expression level of CCL3 and/or CCL4 decreased compared to the pre-administration level of CCL3 and/or CCL4.of Treatment - METHOD OF DIAGNOSIS for predicting response",After,No,https://patents.google.com/patent/US20150238490A1/en?oq=US20150238490
Imbruvica,US2015031710 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,2/24/2014,1/29/2015,,Abandoned,Formulation / Combination,The application claimed a pharmaceutical composition comprising about 140 mg of ibrutinib and a pharmaceutically acceptable excipient. ,After,No,https://patents.google.com/patent/US20150031710A1/en?oq=US2015031710+
Imbruvica,US2015152115 ,Pharmacyclics LLC,Cancer,Small Molecule,1,12/27/2007,2/3/2015,6/4/2015,,Abandoned,Main Compound,The patent claims cover a Markush group of ibrutinib and derivative compounds.,After,No,https://patents.google.com/patent/US20150152115A1/en?oq=US2015152115+
Imbruvica,US2015265618 ,Pharmacyclics LLC,Cancer,Small Molecule,1,3/28/2007,1/26/2015,9/24/2015,,Abandoned,Derivative,The application claimed derivative compounds of ibrutinib (Imbruvica).,After,No,https://patents.google.com/patent/US20150265618A1/en?oq=US2015265618+
Imbruvica,US2015306103 ,Pharmacyclics LLC,Cancer,Small Molecule,1,9/22/2006,2/3/2015,10/29/2015,,Abandoned,Method of Treatment,"The application claimed a method for treating a B-cell proliferative disorder in a subject in need thereof comprising administering to the subject two or more agents, wherein the first agent is from a Markush group of ibrutinib and the second agent cytarabin, and optionally additional agent(s)",After,No,https://patents.google.com/patent/US20150306103A1/en?oq=US2015306103+
Imbruvica,US2015307500 ,Pharmacyclics LLC,Cancer,Small Molecule,1,12/27/2007,5/4/2015,10/29/2015,,Abandoned,Derivative,The application claimed derivative compounds of ibrutinib (Imbruvica).,After,No,https://patents.google.com/patent/US20150307500A1/en?oq=US2015307500+
Imbruvica,US20160008366,Pharmacyclics LLC,Cancer,Small Molecule,25,7/14/2014,7/13/2015,1/14/2016,,Abandoned,Method of Treatment,"The application claimed a method for treating a CNS malignancy comprising administering to an individual in need thereof a composition containing a therapeutically effective amount of a Btk inhibitor from a broad Markush group, including ibrutinib.",After,No,https://patents.google.com/patent/US20160008366A1/en?oq=US20160008366
Imbruvica,US20160022683,Pharmacyclics LLC,Cancer,Small Molecule,18,3/14/2013,3/12/2014,1/28/2016,,Abandoned,Formulation / Combination,The application claimed a pharmaceutical composition comprising: a. a therapeutically-effective amount of Ibrutinib; b. a CYP3A4 inhibitor; and c. a pharmaceutically-acceptable excipient.,After,No,https://patents.google.com/patent/US20160022683A1/en?oq=US20160022683
Imbruvica,US20160022684,Pharmacyclics LLC,Cancer,Small Molecule,24,7/25/2014,7/23/2015,1/28/2016,,Abandoned,Method of Treatment,"The application claimed method of treating a B-cell malignancy in a subject in need thereof, comprising administering to the subject a therapeutically effective amount of a combination comprising ibrutinib and a BET inhibitor.",After,No,https://patents.google.com/patent/US20160022684A1/en?oq=US20160022684
Imbruvica,US20160032404,Pharmacyclics LLC,Cancer,Small Molecule,23,8/1/2014,7/31/2015,2/4/2016,,Abandoned,Method of Diagnosis,The application claimed a method for selecting an individual having diffuse large B cell lymphoma (DLBCL) for treatment with ibrutinib.,After,No,https://patents.google.com/patent/US20160032404A1/en?oq=US20160032404
Imbruvica,US20160287592,Pharmacyclics LLC & Janssen,Cancer,Small Molecule,17,4/8/2013,4/8/2014,10/6/2016,,Abandoned,Method of Treatment,"The application claimed a method for treating a B-cell proliferative disorder comprising administering to a subject in need thereof a therapeutically effective amount of a combination comprising: a. Ibrutinib; and b. an anticancer agent, wherein the anticancer agent inhibits Bcl-2; Janus kinase 2 (JAK2); Anaplastic lymphoma kinase (ALK); or heat shock protein 90 (Hsp90), wherein the combination provides a synergistic therapeutic effect compared to administration of ibrutinib or the anticancer agent alone.",After,No,https://patents.google.com/patent/US20160287592A1/en?oq=US20160287592
Imbruvica,US2016243033 ,Pharmacyclics LLC,Cancer,Small Molecule,3,6/3/2010,9/16/2015,8/25/2016,,Abandoned,Method of Treatment,"The application claimed a method for treating diffuse large B-cell lymphoma, activated B cell-like subtype (ABC-DLBCL), in an individual in need thereof, comprising: administering to the individual a therapeutically effective amount of ibrutinib.  ",After,No,https://patents.google.com/patent/US20160243033A1/en?oq=US2016243033+
